"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W41","RO321","Bucuresti",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W41","RO322","Ilfov",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W41","RO411","Dolj",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W41","RO413","Mehedinti",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W41","RO414","Olt",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W41","RO415","Valcea",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W41","RO422","Caras-Severin",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W41","RO423","Hunedoara",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W41","RSG125371","Borski",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W41","RSG125372","Branicevski",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W41","RSG125373","Grad Beograd",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W41","RSG125375","Juzno-backi",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W41","RSG125376","Juzno-banatski",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W41","RSG125377","Kolubarski",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W41","RSG125381","Macvanski",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W41","RSG125383","Nisavski",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W41","RSG125384","Pcinjski",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W41","RSG125387","Podunavski",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W41","RSG125388","Pomoravski",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W41","RSG125390","Rasinski",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W41","RSG125391","Raski",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W41","RSG125392","Severno-backi",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W41","RSG125393","Severno-banatski",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W41","RSG125394","Srednje-banatski",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W41","RSG125395","Sremski",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W41","RSG125396","Sumadijski",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W41","RSG125399","Zapadno-backi",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W41","RSG125400","Zlatiborski",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W41","RUG12490","Altayskiy Kray",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W41","RUG12493","Astrakhanskaya Oblast",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W41","RUG12495","Belgorodskaya Oblast",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W41","RUG12499","Chelyabinskaya Oblast",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W41","RUG12524","Krasnodarskiy Kray",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W41","RUG12530","Lipetskaya Oblast",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W41","RUG12549","Rostovskaya Oblast",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W41","RUG12553","Samarskaya Oblast",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W41","RUG12555","Saratovskaya Oblast",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W41","RUG12572","Volgogradskaya Oblast",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W41","RUG12574","Voronezhskaya Oblast",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W41","SI031","Pomurska",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W41","SI034","Savinjska",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W41","SI036","Posavska",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W41","SI038","Primorsko-notranjska",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W41","SI041","Osrednjeslovenska",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W41","SK010","Bratislavsky kraj",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W41","SYG12833","Al_Qunaytirah",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W41","TNG12999","Jendouba",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W41","TR100","Istanbul",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W41","TR221","Balikesir",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W41","TR310","Izmir",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W41","TR321","Aydin",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W41","TR323","Mugla",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W41","TR33","Manisa",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W41","TR331","Manisa",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W41","TR332","Afyon",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W41","TR412","Eskisehir",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W41","TR421","Kocaeli",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W41","TR422","Sakarya",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W41","TR510","Ankara",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W41","TR521","Konya",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W41","TR522","Karaman",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W41","TR611","Antalya",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W41","TR612","Isparta",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W41","TR621","Adana",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W41","TR622","Icel",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W41","TR631","Hatay",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W41","TR632","Kahramanmaras",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W41","TR721","Kayseri",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W41","TRC21","Sanliurfa",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W41","TRC22","Diyarbakir",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W41","UAG13148","Cherkas'ka",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W41","XKG125378","Kosovski",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","AL015","Shkodër",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","ALG1310","Durres",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","ALG1312","Fier",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","ALG1323","Lezhe",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","ALG1338","Tirane",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","AT112","Nordburgenland",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","AT124","Waldviertel",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","AT125","Weinviertel",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","AT126","Wiener Umland/Nordteil",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","AT127","Wiener Umland/Sudteil",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","AT130","Wien",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","BAG1653","Republika Srpska",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","BG311","Vidin",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","BG312","Montana",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","BG325","Silistra",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","BG332","Dobrich",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","BG333","Shumen",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","BG341","Burgas",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","BG343","Yambol",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","BG411","Sofia (stolitsa)",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","BG412","Sofia",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","BG421","Plovdiv",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","CY000","Kypros/Kibris",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","CZ064","Jihomoravsky kraj",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","CZ080","Moravskoslezsky kraj",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","DED52","Leipzig",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","EL301","Voreios Tomeas Athinon",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","EL302","Dytikos Tomeas Athinon",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","EL303","Kentrikos Tomeas Athinon",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","EL304","Notios Tomeas Athinon",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","EL305","Anatoliki Attiki",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","EL306","Dytiki Attiki",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","EL307","Peiraias, Nisoi",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","EL412","Samos",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","EL422","Kyklades",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","EL433","Rethymni",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","EL511","Evros",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","EL512","Xanthi",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","EL513","Rodopi",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","EL514","Drama",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","EL515","Thasos, Kavala",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","EL521","Imathia",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","EL522","Thessaloniki",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","EL523","Kilkis",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","EL524","Pella",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","EL525","Pieria",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","EL526","Serres",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","EL527","Chalkidiki",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","EL531","Grevena, Kozani",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","EL541","Arta, Preveza",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","EL611","Karditsa, Trikala",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","EL612","Larisa",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","EL613","Magnisia, Sporades",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","EL622","Kerkyra",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","EL624","Lefkada",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","EL631","Aitoloakarnania",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","EL632","Achaia",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","EL633","Ileia",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","EL641","Voiotia",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","EL642","Evvoia",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","EL644","Fthiotida",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","EL651","Argolida, Arkadia",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","EL652","Korinthia",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","ES612","Cadiz",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","ES618","Sevilla",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","FR812","Gard",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","FR815","Pyrenees-Orientales",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","FR823","Alpes-Maritimes",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","FR824","Bouches-du-Rhone",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","FR826","Vaucluse",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","FR831","Corse-du-Sud",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","FRL05","Var",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","HR041","Grad Zagreb",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","HR042","Zagrebacka županija",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","HR044","Varaždinska županija",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","HR045","Koprivnicko-križevacka županija",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","HR046","Medimurska županija",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","HR048","Viroviticko-podravska županija",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","HR049","Požeško-slavonska županija",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","HR04A","Brodsko-posavska županija",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","HR04B","Osjecko-baranjska županija",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","HR04C","Vukovarsko-srijemska županija",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","HR04D","Karlovacka županija",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","HR04E","Sisacko-moslavacka županija",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","HU101","Budapest",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","HU102","Pest",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","HU110","Budapest",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","HU120","Pest",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","HU211","Fejer",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","HU212","Komarom-Esztergom",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","HU213","Veszprem",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","HU221","Gyor-Moson-Sopron",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","HU222","Vas",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","HU223","Zala",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","HU231","Baranya",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","HU232","Somogy",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","HU233","Tolna",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","HU311","Borsod-Abauj-Zemplen",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","HU312","Heves",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","HU313","Nograd",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","HU321","Hajdu-Bihar",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","HU322","Jasz-Nagykun-Szolnok",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","HU323","Szabolcs-Szatmar-Bereg",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","HU331","Bacs-Kiskun",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","HU332","Bekes",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","HU333","Csongrad",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","ILG11610","Central District",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","ILG11611","Haifa",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","ILG11612","Jerusalem",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","ILG11613","Northern",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","ILG11614","Southern District",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","ILG11615","Tel Aviv",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","ITC11","Torino",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","ITC12","Vercelli",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","ITC15","Novara",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","ITC16","Cuneo",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","ITC17","Asti",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","ITC18","Alessandria",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","ITC41","Varese",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","ITC42","Como",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","ITC46","Bergamo",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","ITC47","Brescia",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","ITC48","Pavia",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","ITC49","Lodi",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","ITC4A","Cremona",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","ITC4B","Mantova",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","ITC4C","Milano",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","ITF46","Foggia",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","ITF52","Matera",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","ITG11","Trapani",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","ITG25","Sassari",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","ITG28","Oristano",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","ITH31","Verona",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","ITH32","Vicenza",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","ITH33","Belluno",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","ITH34","Treviso",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","ITH35","Venezia",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","ITH36","Padova",1.000000000,"Cases reported in 2019"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W42","ITH37","Rovigo",1.000000000,"Cases reported in 2019"
